PolicyNumber,PolicyType,Sex,Age,MaritalStatus,DriverRating,PastClaims,Deductible,AddressChange,VehicleCategory,Make,VehicleAge,VehiclePrice,AgentType,RepNumber,Year,Month,Week,Day,CarsInvolved,CollisionArea,Fault,InforceAccident,WitnessPresent,PoliceReport,MonthClaimed,WeekClaimed,DayClaimed,InforceClaim,Claim,Fraud
183,All Perils,Male,27,Single,4,0,400,1,Sedan,Mazda,6,20000 to 29000,External,3,2021,Jun,2,Thursday,1,Urban,Third Party,>30,No,No,Jun,2,Friday,>30,3601.504382,0
184,All Perils,Male,48,Married,1,>4,400,0,Sedan,Toyota,>7,20000 to 29000,External,7,2021,Dec,2,Sunday,1,Urban,Third Party,>30,No,No,Feb,1,Tuesday,>30,39437.21243,0
185,All Perils,Female,55,Single,2,0,400,0,Sedan,Chevrolet,7,20000 to 29000,External,2,2021,Jan,1,Sunday,1,Urban,Third Party,>30,No,No,Jan,1,Tuesday,>30,8960.657593,0
186,All Perils,Male,48,Married,4,0,400,0,Sedan,Hyundai,>7,20000 to 29000,External,10,2021,Jan,1,Sunday,1,Urban,Policyholder,>30,No,No,Jan,1,Wednesday,>30,1516.570598,0
187,Liability,Male,25,Single,4,2 to 4,400,0,Sport,Honda,0,>69000,External,8,2021,Jan,1,Monday,1,Urban,Third Party,>30,No,No,Jan,2,Wednesday,>30,73450.63984,0
188,Liability,Male,54,Married,4,1,400,0,Sport,Hyundai,7,20000 to 29000,External,10,2021,Dec,5,Thursday,1,Urban,Third Party,>30,No,No,Jan,2,Friday,>30,7095.733378,0
190,All Perils,Male,43,Married,2,2 to 4,400,4 to 8,Sedan,Mazda,>7,30000 to 39000,External,10,2021,Dec,2,Monday,2,Urban,Policyholder,>30,No,No,Jan,1,Monday,>30,50130.99946,1
191,Collision,Male,41,Married,4,0,400,0,Sedan,Mazda,>7,30000 to 39000,External,1,2021,Dec,5,Friday,1,Urban,Policyholder,>30,No,No,Jan,1,Tuesday,>30,5341.585228,0
194,All Perils,Female,43,Married,3,0,400,0,Sedan,Toyota,6,20000 to 29000,External,1,2021,Feb,2,Sunday,1,Urban,Policyholder,>30,No,No,Feb,3,Monday,>30,5383.504183,0
195,Collision,Male,39,Married,3,0,400,0,Sport,Honda,>7,>69000,External,13,2021,Dec,3,Thursday,1,Urban,Policyholder,>30,No,No,Jan,1,Monday,>30,63282.71437,1
196,Collision,Male,49,Married,3,1,400,0,Sedan,Chevrolet,>7,30000 to 39000,External,4,2021,Feb,1,Friday,1,Urban,Third Party,>30,No,No,Feb,2,Wednesday,>30,19544.19867,0
198,Collision,Male,36,Married,3,2 to 4,400,0,Sedan,Mazda,7,20000 to 29000,External,1,2021,Aug,1,Wednesday,1,Urban,Third Party,>30,No,No,Sep,2,Thursday,>30,7932.690886,0
199,All Perils,Female,52,Married,4,2 to 4,400,0,Sedan,Hyundai,6,20000 to 29000,External,4,2021,Mar,1,Sunday,1,Urban,Policyholder,>30,No,No,Mar,2,Friday,>30,683.2573526,0
201,Collision,Male,38,Married,4,0,400,0,Sedan,Mazda,>7,20000 to 29000,External,10,2021,Dec,4,Friday,1,Urban,Third Party,>30,No,No,Jan,1,Monday,>30,6415.384556,0
203,Collision,Male,25,Single,3,2 to 4,400,0,Sedan,Honda,0,>69000,External,14,2021,Dec,4,Monday,1,Rural,Policyholder,>30,No,No,Jan,2,Friday,>30,83698.69913,0
204,Liability,Male,41,Married,4,0,400,0,Sport,Honda,7,30000 to 39000,External,6,2021,Sep,1,Monday,1,Rural,Policyholder,>30,No,No,Sep,1,Tuesday,>30,823.1835812,0
205,All Perils,Male,41,Married,3,2 to 4,500,2 to 3,Sedan,Hyundai,7,<20000,External,16,2021,Dec,3,Friday,1,Urban,Third Party,0,No,No,Jan,3,Tuesday,>30,2488.549524,1
206,Collision,Male,64,Married,3,1,400,0,Sedan,Hyundai,>7,20000 to 29000,External,15,2021,Apr,4,Saturday,3 to 4,Urban,Policyholder,>30,No,No,May,1,Tuesday,>30,2199.779431,0
207,Collision,Male,27,Married,4,2 to 4,400,0,Sedan,Hyundai,4,>69000,External,11,2021,Dec,3,Saturday,1,Urban,Policyholder,>30,No,No,Jan,2,Monday,>30,55309.92074,1
209,Collision,Male,21,Single,2,1,400,0,Sedan,Toyota,5,20000 to 29000,External,5,2021,Oct,1,Saturday,1,Urban,Third Party,>30,No,No,Oct,2,Tuesday,>30,2081.79607,0
210,All Perils,Male,31,Married,2,0,400,0,Sedan,Hyundai,6,<20000,External,16,2021,Dec,4,Tuesday,1,Rural,Third Party,>30,No,No,Mar,3,Wednesday,>30,8577.540449,0
211,Collision,Male,39,Single,1,0,400,4 to 8,Sedan,Hyundai,>7,20000 to 29000,External,3,2021,Apr,3,Monday,2,Urban,Policyholder,>30,No,No,Apr,3,Monday,>30,3114.787467,0
212,All Perils,Female,37,Married,1,0,400,0,Sedan,Honda,5,<20000,External,1,2021,Feb,4,Wednesday,1,Rural,Third Party,>30,No,No,Feb,5,Monday,>30,5802.121871,0
213,Collision,Male,41,Married,4,>4,400,0,Sedan,Acura,7,20000 to 29000,External,11,2021,Feb,3,Monday,1,Urban,Policyholder,>30,No,No,Feb,3,Tuesday,>30,14529.25344,0
214,All Perils,Male,37,Married,4,0,400,0,Sedan,Hyundai,7,20000 to 29000,External,16,2021,Aug,2,Thursday,1,Urban,Policyholder,>30,No,No,Aug,3,Wednesday,>30,7788.774512,0
215,Collision,Male,28,Married,1,2 to 4,400,0,Sedan,Mazda,7,30000 to 39000,External,7,2021,Jun,4,Saturday,1,Rural,Policyholder,>30,No,No,Jun,4,Monday,>30,87802.69021,0
216,Collision,Male,57,Married,1,0,400,0,Sedan,Chevrolet,>7,20000 to 29000,External,12,2021,Jun,1,Friday,1,Urban,Policyholder,>30,No,No,Sep,2,Monday,>30,4149.537496,0
217,Collision,Male,61,Married,2,0,400,0,Sedan,Toyota,>7,20000 to 29000,External,9,2021,Jun,1,Friday,1,Urban,Policyholder,15 to 30,No,Yes,Jun,3,Tuesday,>30,8505.467511,0
220,All Perils,Male,52,Married,4,1,400,0,Sedan,Chevrolet,>7,>69000,External,1,2021,Feb,1,Thursday,1,Urban,Policyholder,>30,No,No,Feb,1,Monday,>30,50126.97596,0
221,Liability,Male,23,Single,1,2 to 4,400,0,Sport,Toyota,6,20000 to 29000,External,15,2021,Jul,4,Monday,1,Urban,Policyholder,>30,No,No,Sep,1,Thursday,>30,6801.087034,0
222,Liability,Male,38,Married,4,>4,400,0,Sport,Hyundai,7,<20000,External,2,2021,Jun,4,Wednesday,1,Urban,Policyholder,>30,No,No,Jun,4,Friday,>30,19327.05693,0
223,Collision,Male,32,Married,4,2 to 4,400,0,Sedan,Toyota,7,20000 to 29000,External,13,2021,Jan,2,Monday,1,Urban,Third Party,>30,No,No,Jan,2,Wednesday,>30,2944.821576,0
224,Liability,Male,26,Married,2,>4,400,0,Sport,Honda,6,20000 to 29000,External,9,2021,Jan,2,Monday,1,Urban,Policyholder,>30,No,No,Jan,2,Tuesday,>30,25631.18178,0
225,All Perils,Male,57,Married,1,2 to 4,400,0,Sedan,Toyota,>7,20000 to 29000,External,4,2021,Jan,2,Monday,1,Urban,Policyholder,>30,No,No,Jan,2,Tuesday,>30,8255.701155,0
226,Liability,Male,29,Married,2,2 to 4,400,0,Sport,Hyundai,6,>69000,External,2,2021,Nov,3,Monday,1,Urban,Policyholder,>30,No,No,Nov,3,Monday,>30,55538.47332,0
230,Liability,Male,65,Married,4,>4,400,0,Sport,Hyundai,7,>69000,External,14,2021,Oct,4,Wednesday,1,Urban,Policyholder,>30,No,No,Oct,4,Thursday,>30,67116.2588,0
231,Collision,Male,33,Married,1,0,400,0,Sedan,Hyundai,6,20000 to 29000,External,13,2021,Jun,2,Monday,1,Urban,Policyholder,>30,No,No,Jun,4,Thursday,>30,8305.684419,0
232,All Perils,Male,44,Married,2,2 to 4,400,4 to 8,Sedan,Mazda,6,20000 to 29000,External,10,2021,Apr,2,Friday,2,Urban,Policyholder,>30,No,No,Apr,2,Friday,>30,2302.774999,0
233,Collision,Male,26,Married,2,2 to 4,400,0,Sedan,Chevrolet,7,20000 to 29000,External,12,2021,Dec,4,Thursday,1,Urban,Policyholder,>30,No,No,Jan,1,Monday,>30,9465.807653,1
234,Collision,Male,32,Married,2,0,400,0,Sedan,VW,6,>69000,External,5,2021,Mar,5,Tuesday,1,Urban,Third Party,>30,No,No,Apr,1,Tuesday,>30,59446.60799,0
235,All Perils,Male,29,Married,3,0,400,0,Sedan,Ram,6,<20000,External,16,2021,Mar,4,Thursday,1,Urban,Policyholder,>30,No,No,Mar,4,Friday,>30,8228.171996,0
236,All Perils,Male,26,Married,4,0,400,0,Sedan,Chevrolet,6,20000 to 29000,External,16,2021,Dec,4,Thursday,1,Urban,Policyholder,>30,No,No,Jan,2,Tuesday,>30,2034.566034,1
237,Collision,Female,37,Single,4,2 to 4,400,0,Sedan,Hyundai,7,20000 to 29000,External,3,2021,Mar,1,Wednesday,1,Rural,Policyholder,>30,Yes,No,Mar,1,Thursday,>30,2429.480536,0
238,Liability,Male,33,Married,1,1,400,0,Sport,Hyundai,6,20000 to 29000,External,11,2021,Mar,1,Thursday,1,Urban,Policyholder,>30,No,No,Mar,1,Friday,>30,8201.754853,0
240,Liability,Male,26,Single,4,>4,400,0,Sport,Mazda,7,30000 to 39000,External,5,2021,Jan,3,Monday,1,Urban,Policyholder,>30,No,No,Jan,3,Tuesday,>30,17291.56774,0
241,Liability,Male,32,Single,4,2 to 4,400,0,Sport,Chevrolet,6,20000 to 29000,External,16,2021,Jan,3,Sunday,1,Urban,Policyholder,>30,No,No,Jan,3,Tuesday,>30,7312.589134,0
242,Liability,Female,25,Single,3,2 to 4,400,<0.5,Sport,Mazda,4,20000 to 29000,External,1,2021,Jan,3,Saturday,1,Urban,Policyholder,>30,No,No,Jan,3,Monday,>30,8853.363195,0
244,Collision,Male,18,Single,1,0,400,0,Sedan,Honda,0,>69000,External,7,2021,Aug,4,Monday,1,Urban,Policyholder,>30,No,No,Mar,3,Thursday,>30,91760.09298,0
245,Collision,Male,31,Single,1,1,400,0,Sedan,Hyundai,6,<20000,External,9,2021,Feb,3,Saturday,1,Urban,Third Party,>30,No,No,Mar,4,Monday,>30,3446.159045,0
246,Collision,Male,17,Single,4,0,400,0,Sedan,Honda,0,>69000,External,3,2021,Dec,4,Friday,1,Urban,Third Party,>30,No,No,Jan,1,Tuesday,>30,88903.25314,0
247,All Perils,Male,42,Married,4,1,400,0,Sedan,Ford,7,<20000,External,14,2021,Feb,3,Thursday,3 to 4,Urban,Policyholder,>30,No,No,Feb,5,Tuesday,>30,1903.648441,0
248,Liability,Male,42,Married,2,2 to 4,400,0,Sport,Acura,7,30000 to 39000,External,11,2021,Feb,3,Thursday,1,Rural,Policyholder,>30,No,No,Feb,3,Friday,>30,55526.06942,0
249,Collision,Male,32,Single,2,1,700,0,Sedan,Toyota,7,20000 to 29000,External,16,2021,Feb,3,Friday,1,Urban,Policyholder,>30,No,No,Feb,3,Monday,>30,3103.543385,0
250,Collision,Male,51,Married,2,2 to 4,400,0,Sedan,Acura,>7,20000 to 29000,External,1,2021,Feb,2,Wednesday,1,Urban,Policyholder,>30,No,No,Feb,2,Thursday,>30,1792.072871,0
251,Collision,Male,19,Single,4,2 to 4,400,0,Sport,Honda,3,>69000,External,12,2021,Jan,3,Monday,1,Urban,Third Party,>30,No,No,Jan,3,Tuesday,>30,69841.89948,0
252,All Perils,Male,26,Married,1,2 to 4,400,0,Sedan,Hyundai,7,20000 to 29000,External,10,2021,Jan,3,Monday,1,Urban,Policyholder,>30,No,No,Jan,4,Tuesday,>30,1411.696635,0
253,Collision,Male,29,Single,2,1,400,4 to 8,Sedan,Hyundai,5,20000 to 29000,External,3,2021,Jan,3,Monday,2,Urban,Policyholder,>30,No,No,Jan,4,Monday,>30,1538.082679,0
254,Liability,Male,29,Married,2,2 to 4,400,0,Sport,Hyundai,6,30000 to 39000,External,15,2021,Jan,3,Wednesday,1,Urban,Policyholder,>30,No,No,Jan,3,Thursday,>30,98545.37434,0
260,Liability,Male,50,Married,2,2 to 4,400,0,Sport,Hyundai,>7,30000 to 39000,External,10,2021,Jun,5,Tuesday,1,Urban,Policyholder,>30,No,No,Jun,5,Tuesday,>30,59747.54944,0
261,Collision,Male,44,Married,2,0,400,0,Sedan,Hyundai,>7,20000 to 29000,External,9,2021,Jun,1,Friday,1,Urban,Policyholder,>30,No,No,Jun,1,Friday,>30,3282.414476,0
262,All Perils,Male,42,Married,4,0,400,0,Sedan,Acura,7,20000 to 29000,External,1,2021,May,2,Sunday,1,Urban,Third Party,>30,No,No,May,2,Monday,>30,1285.533471,0
263,Collision,Male,49,Married,1,1,400,0,Sedan,Hyundai,>7,30000 to 39000,External,3,2021,Apr,5,Thursday,1,Urban,Policyholder,>30,No,No,Apr,5,Friday,>30,54340.81203,0
264,Collision,Male,34,Married,4,2 to 4,400,0,Sedan,Toyota,6,20000 to 29000,External,7,2021,Apr,1,Saturday,1,Urban,Third Party,>30,No,No,Apr,1,Tuesday,>30,4939.295567,0
265,Liability,Female,51,Married,2,1,400,0,Sport,Hyundai,7,20000 to 29000,External,16,2021,Feb,4,Monday,1,Urban,Policyholder,>30,No,No,Aug,5,Monday,>30,8398.062037,0
267,Liability,Male,39,Married,3,2 to 4,400,0,Sport,Hyundai,7,20000 to 29000,External,4,2021,Feb,1,Saturday,1,Urban,Policyholder,>30,No,No,Feb,2,Saturday,>30,2349.8589,0
268,All Perils,Female,30,Married,2,1,400,0,Sedan,Chevrolet,6,>69000,External,3,2021,Feb,2,Monday,1,Urban,Third Party,>30,No,No,Feb,2,Tuesday,>30,95769.14484,0
269,All Perils,Male,19,Single,3,1,400,0,Sedan,Honda,0,>69000,External,5,2021,Feb,2,Monday,1,Urban,Policyholder,>30,No,No,Feb,3,Monday,>30,62194.12325,0
270,Liability,Male,47,Married,3,1,400,0,Sport,Honda,>7,20000 to 29000,External,9,2021,Feb,1,Tuesday,1,Urban,Policyholder,>30,No,No,Feb,2,Monday,>30,2939.25243,0
272,Collision,Male,31,Single,4,0,400,0,Sedan,Hyundai,6,20000 to 29000,External,6,2021,Jan,2,Saturday,1,Urban,Policyholder,>30,No,No,Jan,2,Monday,>30,6661.791268,0
274,Collision,Male,78,Married,1,1,400,1,Sedan,Chevrolet,>7,20000 to 29000,External,11,2021,Jan,2,Sunday,2,Urban,Policyholder,>30,No,No,Jan,3,Wednesday,>30,6366.01252,0
275,Liability,Male,41,Married,3,0,400,0,Sport,Honda,7,30000 to 39000,External,9,2021,Jan,2,Sunday,1,Urban,Policyholder,>30,No,No,Jan,3,Friday,>30,3194.39517,0
276,Collision,Male,39,Single,4,0,400,0,Sport,Honda,7,>69000,External,11,2021,Jan,1,Tuesday,1,Urban,Policyholder,>30,No,No,Jan,3,Friday,>30,64194.69635,0
277,All Perils,Male,33,Married,2,1,400,0,Sedan,Toyota,7,<20000,External,10,2021,Jan,1,Wednesday,1,Urban,Policyholder,>30,No,No,Jan,2,Monday,>30,5423.535847,0
278,Liability,Male,19,Single,2,2 to 4,400,0,Sport,Honda,0,>69000,External,16,2021,Jan,1,Thursday,1,Urban,Policyholder,>30,No,No,Jan,2,Tuesday,>30,54233.78982,0
279,All Perils,Female,48,Married,4,2 to 4,400,0,Sedan,Hyundai,7,20000 to 29000,External,1,2021,Dec,2,Monday,1,Urban,Policyholder,>30,No,No,Dec,4,Monday,>30,1579.826239,0
280,Liability,Male,19,Single,4,1,400,0,Sport,Honda,0,>69000,External,12,2021,Dec,3,Wednesday,1,Urban,Policyholder,>30,No,No,Jan,1,Monday,>30,50509.01657,0
281,All Perils,Male,20,Single,4,0,400,0,Sedan,Honda,0,>69000,External,11,2021,Dec,2,Sunday,1,Urban,Policyholder,>30,No,No,Feb,1,Wednesday,>30,66034.99218,0
283,All Perils,Male,18,Single,2,0,400,0,Sedan,Honda,0,>69000,External,10,2021,Mar,3,Saturday,1,Urban,Policyholder,>30,No,No,Jan,2,Wednesday,>30,51716.57077,0
284,Liability,Male,38,Married,2,1,400,0,Sport,Hyundai,7,20000 to 29000,External,4,2021,Dec,4,Tuesday,1,Urban,Policyholder,>30,No,No,Jan,2,Thursday,>30,5729.358673,0
285,All Perils,Male,28,Married,3,1,400,0,Sedan,Toyota,7,<20000,External,7,2021,Dec,5,Tuesday,1,Urban,Policyholder,>30,No,No,Jan,2,Tuesday,>30,7182.402836,0
288,Liability,Male,18,Single,4,2 to 4,400,0,Sport,Honda,0,>69000,External,11,2021,Jan,1,Tuesday,3 to 4,Urban,Policyholder,>30,No,No,Jan,2,Friday,>30,71989.03218,0
289,Collision,Male,31,Married,4,>4,400,0,Sedan,Hyundai,7,30000 to 39000,External,15,2021,Jan,1,Tuesday,1,Urban,Policyholder,>30,No,No,Jan,1,Tuesday,>30,12544.33873,0
291,Liability,Male,27,Married,4,0,400,0,Sport,Hyundai,7,30000 to 39000,External,2,2021,Jan,1,Wednesday,1,Urban,Third Party,>30,No,No,Jan,2,Thursday,>30,5630.568683,0
292,All Perils,Female,60,Married,1,2 to 4,400,0,Sedan,Toyota,>7,<20000,External,1,2021,Jan,2,Saturday,1,Urban,Policyholder,>30,No,No,Jan,2,Wednesday,>30,886.1877691,0
293,All Perils,Male,72,Married,2,0,400,0,Sedan,Honda,7,20000 to 29000,External,2,2021,Jan,2,Sunday,1,Rural,Third Party,>30,No,No,Jan,2,Tuesday,>30,2578.779978,0
294,Liability,Male,44,Married,2,>4,400,0,Sport,Ford,>7,60000 to 69000,External,5,2021,Jan,2,Sunday,1,Urban,Policyholder,>30,No,No,Jan,2,Wednesday,>30,55918.12839,0
295,Liability,Male,20,Single,1,2 to 4,400,4 to 8,Sport,Honda,0,>69000,External,11,2021,Jan,3,Monday,2,Urban,Policyholder,>30,No,No,Jan,3,Monday,>30,54029.94663,0
296,All Perils,Female,77,Single,1,0,400,0,Sedan,Hyundai,6,<20000,External,10,2021,Jan,1,Monday,1,Urban,Policyholder,>30,No,No,Jan,4,Wednesday,>30,7759.657038,0
297,Liability,Male,40,Single,1,1,400,0,Sport,Honda,7,20000 to 29000,External,15,2021,Jan,3,Tuesday,1,Urban,Third Party,>30,No,No,Jan,4,Monday,>30,3646.038798,0
299,Collision,Male,33,Married,4,1,400,0,Sedan,Honda,6,30000 to 39000,External,14,2021,Jan,3,Saturday,1,Urban,Third Party,>30,No,No,Jan,4,Monday,>30,10963.51518,0
300,All Perils,Male,36,Married,3,1,400,0,Sedan,Chevrolet,7,20000 to 29000,External,2,2021,Jan,1,Tuesday,1,Urban,Third Party,>30,No,No,Mar,2,Wednesday,>30,1356.890353,0
302,Collision,Female,21,Single,2,2 to 4,400,0,Sedan,Honda,5,20000 to 29000,External,2,2021,Dec,5,Friday,1,Urban,Policyholder,>30,No,No,Jan,1,Tuesday,>30,5013.569138,0
303,Collision,Male,33,Single,1,2 to 4,400,0,Sedan,Hyundai,6,30000 to 39000,External,9,2021,Dec,3,Tuesday,1,Urban,Third Party,>30,No,No,Jan,5,Monday,>30,67101.08283,0
304,All Perils,Male,75,Married,2,2 to 4,400,0,Sedan,Hyundai,7,>69000,External,1,2021,Feb,1,Saturday,1,Urban,Policyholder,>30,No,No,Feb,3,Monday,>30,85872.39789,0
305,All Perils,Male,34,Single,1,2 to 4,400,0,Sedan,Toyota,7,20000 to 29000,External,7,2021,May,2,Sunday,1,Rural,Policyholder,>30,No,No,May,2,Monday,>30,8242.861101,0
306,All Perils,Male,31,Single,2,2 to 4,400,0,Sedan,VW,5,>69000,External,9,2021,Apr,4,Wednesday,1,Urban,Policyholder,>30,No,No,May,5,Monday,>30,79417.32882,0
307,Liability,Male,31,Married,4,2 to 4,500,2 to 3,Sport,Honda,6,20000 to 29000,External,2,2021,Apr,1,Tuesday,1,Urban,Policyholder,>30,No,No,Apr,1,Tuesday,>30,4211.541969,0
309,All Perils,Male,46,Married,1,0,400,<0.5,Sedan,Hyundai,>7,<20000,External,7,2021,Dec,5,Friday,1,Rural,Policyholder,>30,No,No,Jan,2,Tuesday,>30,9060.441612,1
310,All Perils,Male,20,Single,3,1,400,0,Sedan,Honda,0,>69000,External,6,2021,Dec,5,Friday,1,Urban,Policyholder,>30,No,No,Jan,1,Tuesday,>30,77167.22325,1
311,Liability,Male,35,Married,1,2 to 4,400,0,Sport,Honda,6,20000 to 29000,External,10,2021,Oct,1,Monday,1,Urban,Policyholder,>30,No,No,Oct,1,Monday,>30,922.898642,0
312,Collision,Male,31,Married,4,0,400,0,Sedan,Hyundai,7,20000 to 29000,External,11,2021,Oct,1,Tuesday,1,Urban,Policyholder,>30,No,No,Oct,2,Friday,>30,4418.389926,0
315,Liability,Female,45,Married,2,1,400,0,Sport,Hyundai,7,20000 to 29000,External,4,2021,Mar,5,Wednesday,1,Rural,Third Party,>30,No,No,Apr,1,Tuesday,>30,5066.298448,0
316,All Perils,Male,20,Single,1,1,400,4 to 8,Utility,Honda,0,>69000,External,14,2021,Dec,5,Friday,2,Urban,Policyholder,>30,No,No,Jan,2,Monday,>30,65677.76153,1
317,All Perils,Male,50,Single,3,0,400,0,Utility,Acura,>7,>69000,External,12,2021,May,4,Thursday,1,Urban,Policyholder,>30,No,No,Jun,2,Monday,>30,60381.51376,0
318,Collision,Male,20,Single,4,1,400,0,Sedan,Honda,0,>69000,External,16,2021,Jan,1,Saturday,1,Urban,Policyholder,>30,No,No,Jan,1,Wednesday,>30,58916.53927,1
321,Collision,Male,49,Married,4,>4,400,0,Sedan,Ford,>7,>69000,External,2,2021,Mar,3,Wednesday,1,Urban,Third Party,>30,No,No,Mar,3,Thursday,>30,70530.64695,0
322,All Perils,Male,53,Married,1,0,400,0,Sedan,Kia,7,20000 to 29000,External,4,2021,Mar,1,Wednesday,1,Urban,Policyholder,>30,No,No,Mar,1,Monday,>30,6349.630112,0
323,Collision,Male,32,Married,3,0,400,0,Sedan,Chevrolet,7,20000 to 29000,External,15,2021,Apr,3,Thursday,1,Urban,Policyholder,>30,No,No,Apr,3,Thursday,>30,3758.512886,0
325,All Perils,Male,41,Married,2,2 to 4,400,0,Sedan,Honda,7,20000 to 29000,External,1,2021,Jun,2,Tuesday,1,Urban,Third Party,>30,No,No,Jun,4,Thursday,>30,6581.924345,0
328,Collision,Male,32,Married,3,>4,400,0,Sedan,Honda,7,30000 to 39000,External,13,2021,Jul,3,Thursday,1,Urban,Third Party,>30,No,No,Jul,3,Friday,>30,15680.03587,0
329,Collision,Male,32,Married,1,2 to 4,400,0,Sedan,Toyota,6,30000 to 39000,External,12,2021,Jun,1,Friday,3 to 4,Urban,Policyholder,>30,No,No,Jun,2,Tuesday,>30,61508.90773,0
330,All Perils,Male,31,Married,3,1,400,0,Sedan,Chevrolet,6,20000 to 29000,External,3,2021,Mar,3,Thursday,1,Urban,Third Party,>30,No,No,Mar,3,Friday,>30,8203.36453,0
331,Liability,Male,43,Married,2,2 to 4,400,0,Sport,Toyota,7,30000 to 39000,External,5,2021,Nov,1,Friday,1,Urban,Policyholder,>30,No,No,Nov,1,Monday,>30,89688.90592,0
334,All Perils,Male,55,Single,3,0,400,0,Sedan,VW,>7,>69000,External,11,2021,Jun,4,Wednesday,1,Urban,Policyholder,>30,No,No,Jun,4,Friday,>30,55894.14284,0
336,Collision,Female,29,Married,2,0,400,0,Sedan,Toyota,7,20000 to 29000,External,14,2021,Aug,4,Tuesday,1,Urban,Policyholder,>30,No,No,Aug,5,Monday,>30,2505.697647,0
337,Collision,Male,25,Single,1,0,400,4 to 8,Sport,Honda,6,>69000,External,9,2021,Aug,2,Saturday,2,Urban,Policyholder,>30,No,No,Aug,3,Wednesday,>30,53588.10536,0
338,Liability,Male,38,Married,2,0,400,0,Sport,Toyota,7,>69000,External,11,2021,Apr,3,Monday,1,Urban,Policyholder,>30,No,No,Apr,3,Monday,>30,55591.49362,0
339,Collision,Male,26,Married,4,0,400,0,Sedan,Toyota,6,30000 to 39000,External,12,2021,Apr,3,Monday,1,Urban,Policyholder,>30,No,No,Apr,4,Tuesday,>30,2592.578566,0
340,All Perils,Male,56,Married,4,1,400,0,Sedan,Hyundai,>7,<20000,External,6,2021,Feb,4,Wednesday,1,Urban,Policyholder,>30,No,No,Mar,1,Tuesday,>30,6719.785602,0
342,Collision,Male,29,Married,3,0,700,0,Sedan,Toyota,7,30000 to 39000,External,4,2021,Sep,4,Sunday,1,Urban,Policyholder,>30,No,No,Oct,2,Tuesday,>30,2266.085529,0
343,Liability,Male,31,Single,1,1,400,0,Sport,Honda,5,20000 to 29000,External,4,2021,Jul,2,Tuesday,1,Urban,Policyholder,>30,No,No,Jul,2,Tuesday,>30,5463.612168,0
344,Liability,Male,46,Married,1,2 to 4,400,0,Sport,Honda,7,20000 to 29000,External,13,2021,Jan,4,Thursday,1,Urban,Third Party,>30,No,No,Jan,4,Friday,>30,9621.028523,0
345,All Perils,Male,60,Married,2,1,400,0,Sedan,Chevrolet,>7,20000 to 29000,External,5,2021,Sep,4,Monday,1,Urban,Policyholder,>30,No,No,Sep,4,Wednesday,>30,1630.667099,0
346,Collision,Male,30,Single,3,1,400,0,Sedan,Hyundai,6,20000 to 29000,External,4,2021,Sep,3,Monday,1,Urban,Policyholder,>30,No,No,Sep,4,Thursday,>30,3077.818836,0
348,All Perils,Male,80,Married,3,0,400,0,Sedan,Chevrolet,>7,30000 to 39000,External,5,2021,Mar,3,Friday,1,Rural,Policyholder,>30,No,No,Mar,4,Wednesday,>30,1765.47343,0
350,All Perils,Male,52,Married,1,1,400,0,Sedan,VW,>7,>69000,External,1,2021,Nov,1,Friday,1,Urban,Policyholder,>30,No,No,Nov,2,Friday,>30,53404.0297,0
351,Liability,Male,36,Married,1,2 to 4,400,0,Sport,Toyota,6,20000 to 29000,External,6,2021,Nov,1,Friday,1,Urban,Policyholder,>30,No,No,Nov,1,Friday,>30,1337.998148,0
352,All Perils,Male,67,Married,2,2 to 4,400,0,Sedan,Honda,7,20000 to 29000,External,7,2021,Sep,5,Thursday,1,Urban,Third Party,>30,No,No,Oct,1,Wednesday,>30,1048.802093,0
353,Liability,Female,58,Single,2,2 to 4,400,0,Sport,Hyundai,7,20000 to 29000,External,15,2021,Sep,1,Sunday,1,Urban,Policyholder,>30,No,No,Oct,2,Wednesday,>30,6969.043032,0
354,Collision,Female,31,Single,4,1,400,0,Sedan,Toyota,6,20000 to 29000,External,11,2021,Mar,2,Wednesday,1,Urban,Policyholder,>30,No,No,Mar,2,Monday,>30,2754.065997,0
355,All Perils,Male,50,Married,2,2 to 4,400,0,Sedan,Chevrolet,>7,20000 to 29000,External,10,2021,Mar,2,Tuesday,1,Urban,Third Party,>30,No,No,Mar,2,Tuesday,>30,2356.113592,0
356,All Perils,Male,50,Married,4,1,400,0,Sedan,Hyundai,>7,30000 to 39000,External,7,2021,Mar,2,Tuesday,1,Urban,Third Party,>30,No,No,Mar,3,Monday,>30,42444.4083,0
357,Liability,Female,55,Married,3,0,400,0,Sport,Chevrolet,>7,20000 to 29000,Internal,8,2021,Mar,2,Wednesday,1,Urban,Policyholder,>30,No,No,Mar,2,Wednesday,>30,5405.826789,0
360,Collision,Male,23,Single,3,1,400,0,Sedan,Honda,5,20000 to 29000,External,13,2021,Sep,1,Monday,1,Urban,Policyholder,>30,No,No,Sep,2,Thursday,>30,2665.461317,0
361,Collision,Male,34,Married,3,0,400,0,Sedan,Mazda,7,20000 to 29000,External,14,2021,Jan,1,Monday,1,Urban,Third Party,>30,No,No,Jan,1,Tuesday,>30,5933.417476,0
362,Collision,Male,30,Married,4,0,400,0,Sedan,Hyundai,6,30000 to 39000,External,1,2021,May,3,Saturday,1,Urban,Policyholder,>30,No,No,May,3,Monday,>30,4162.897201,0
